business_id,business_type,locality,business_age_years,monthly_avg_revenue,monthly_expense_ratio,cash_flow_consistency_score,inventory_turnover_monthly,seasonal_dip_percent,utility_bill_delays_per_year,mobile_recharge_freq_monthly,num_employees,has_gst,loan_amount_requested,previous_loan_taken,previous_loan_defaulted,monthly_net_income,loan_to_income_ratio,defaulted
BIZ1000,Mobile Repair,Semi-Urban,0.5,96948,0.52,40.8,7.8,27.5,6,3,11,0,221868,1,0,46535,0.4,0
BIZ1001,Kirana Store,Semi-Urban,0.8,269657,0.66,48.6,2.7,16.4,0,3,5,0,153238,1,1,91683,0.14,0
BIZ1002,Bakery,Urban,13.4,90791,0.52,47.9,7.3,59.1,0,3,2,1,361807,0,0,43579,0.69,0
BIZ1003,Tailor,Urban,2.2,57406,0.84,72.9,10.1,49.5,4,5,9,0,272557,0,0,9184,2.47,0
BIZ1004,Tailor,Urban,4.0,55524,0.54,96.2,1.5,59.7,7,7,4,0,74483,0,0,25541,0.24,0
BIZ1005,Electrical Shop,Urban,5.2,169404,0.51,33.4,5.6,10.1,9,2,9,1,258586,0,0,83007,0.26,0
BIZ1006,Bakery,Semi-Urban,1.8,125160,0.53,30.1,6.1,8.6,10,6,9,1,180915,0,0,58825,0.26,0
BIZ1007,Electrical Shop,Urban,0.6,161836,0.8,72.0,9.7,30.2,2,7,2,0,141747,0,0,32367,0.36,0
BIZ1008,Bakery,Rural,0.9,173635,0.69,49.9,6.1,38.3,7,6,9,0,62879,1,0,53826,0.1,0
BIZ1009,Stationery Shop,Semi-Urban,1.5,182442,0.73,91.6,7.2,10.3,2,1,9,1,486673,0,0,49259,0.82,0
BIZ1010,Kirana Store,Urban,4.0,282206,0.81,52.9,9.7,51.6,3,1,2,0,265021,0,0,53619,0.41,1
BIZ1011,Stationery Shop,Urban,2.0,59645,0.81,50.3,7.2,31.9,9,3,11,0,291032,1,0,11332,2.14,1
BIZ1012,Mobile Repair,Rural,0.5,284388,0.73,48.9,4.9,24.7,6,2,13,0,352857,0,0,76784,0.38,0
BIZ1013,Medical Store,Rural,3.0,251481,0.49,40.1,1.9,36.1,2,2,6,1,469367,1,0,128255,0.3,0
BIZ1014,Vegetable Vendor,Semi-Urban,10.2,272320,0.78,70.7,9.0,38.1,3,4,9,0,410969,1,1,59910,0.57,0
BIZ1015,Bakery,Urban,6.7,100501,0.49,41.8,10.6,2.6,7,4,4,1,294570,1,0,51255,0.48,0
BIZ1016,Mobile Repair,Urban,7.0,132450,0.73,59.7,11.7,60.0,3,7,2,0,95031,0,0,35761,0.22,0
BIZ1017,Medical Store,Urban,6.3,210543,0.71,62.3,11.2,21.8,8,5,7,0,254645,1,1,61057,0.35,0
BIZ1018,Dairy Shop,Urban,1.6,256605,0.74,31.4,9.8,3.7,3,4,9,1,297191,0,0,66717,0.37,0
BIZ1019,Kirana Store,Semi-Urban,5.8,294100,0.64,31.2,8.1,51.1,3,7,6,1,174111,1,0,105876,0.14,1
BIZ1020,Electrical Shop,Semi-Urban,0.6,215658,0.69,66.4,9.6,59.6,4,6,11,0,217168,0,0,66853,0.27,1
BIZ1021,Electrical Shop,Semi-Urban,4.3,31709,0.83,78.7,5.8,49.0,0,6,11,0,453517,1,0,5390,7.01,1
BIZ1022,Stationery Shop,Rural,4.1,227330,0.45,95.9,7.5,51.1,6,7,14,1,466923,0,0,125031,0.31,0
BIZ1023,Tailor,Semi-Urban,0.5,292354,0.54,42.5,4.8,37.6,8,5,4,1,463330,1,0,134482,0.29,0
BIZ1024,Medical Store,Urban,6.2,184746,0.68,37.2,4.6,55.3,11,1,1,0,308510,1,0,59118,0.43,1
BIZ1025,Dairy Shop,Urban,9.3,115025,0.83,33.6,9.3,2.1,8,3,4,0,438961,0,0,19554,1.87,0
BIZ1026,Mobile Repair,Rural,1.2,166152,0.44,60.5,6.0,46.0,0,2,3,1,461298,0,0,93045,0.41,0
BIZ1027,Kirana Store,Urban,6.7,199484,0.41,73.6,3.3,40.2,5,1,7,1,211342,0,0,117695,0.15,0
BIZ1028,Medical Store,Rural,0.5,205043,0.43,88.8,3.2,3.0,2,7,11,1,167425,0,0,116874,0.12,0
BIZ1029,Dairy Shop,Rural,3.7,80480,0.42,77.8,10.5,32.6,3,6,13,0,312224,0,0,46678,0.56,0
BIZ1030,Vegetable Vendor,Urban,2.7,257840,0.81,44.6,8.5,30.9,7,1,11,0,43788,1,0,48989,0.07,0
BIZ1031,Bakery,Semi-Urban,3.2,249622,0.72,62.3,7.0,41.5,3,5,10,1,453185,1,0,69894,0.54,0
BIZ1032,Electrical Shop,Rural,10.4,132265,0.7,93.7,5.4,4.7,7,3,5,0,473387,1,1,39679,0.99,0
BIZ1033,Mobile Repair,Semi-Urban,8.2,228083,0.64,52.9,5.7,48.3,3,6,12,0,347777,0,0,82109,0.35,0
BIZ1034,Electrical Shop,Rural,6.2,133922,0.75,64.9,1.6,8.4,8,5,3,0,414605,1,0,33480,1.03,0
BIZ1035,Mobile Repair,Rural,1.3,136280,0.47,97.1,6.0,25.1,5,7,14,0,161731,1,1,72228,0.19,0
BIZ1036,Stationery Shop,Urban,9.7,219736,0.58,81.4,9.8,52.9,0,1,2,0,321065,0,0,92289,0.29,0
BIZ1037,Tailor,Urban,0.5,178522,0.62,82.3,5.3,33.6,9,2,13,1,160233,1,0,67838,0.2,0
BIZ1038,Mobile Repair,Rural,7.7,99433,0.45,47.7,5.2,22.8,1,4,2,1,171575,0,0,54688,0.26,0
BIZ1039,Electrical Shop,Semi-Urban,1.6,88704,0.59,59.0,1.2,2.9,6,5,5,0,248611,1,0,36368,0.57,0
BIZ1040,Stationery Shop,Urban,0.5,21861,0.54,35.8,6.0,40.3,9,6,13,0,312126,1,0,10056,2.59,1
BIZ1041,Mobile Repair,Urban,4.4,253366,0.42,72.5,1.3,59.2,6,1,13,0,356158,1,1,146952,0.2,1
BIZ1042,Vegetable Vendor,Semi-Urban,1.1,78888,0.46,37.3,7.3,54.7,2,4,8,1,211982,1,0,42599,0.41,1
BIZ1043,Tailor,Rural,1.1,76293,0.74,88.5,6.6,43.0,0,4,8,0,77632,1,1,19836,0.33,0
BIZ1044,Mobile Repair,Rural,1.5,228596,0.41,87.0,10.2,6.3,7,1,14,1,183244,1,0,134871,0.11,0
BIZ1045,Stationery Shop,Semi-Urban,0.5,83515,0.82,67.4,7.4,14.4,9,3,12,0,145056,0,0,15032,0.8,0
BIZ1046,Medical Store,Urban,0.8,284209,0.44,39.9,4.6,11.2,10,1,5,0,362840,0,0,159157,0.19,0
BIZ1047,Tea Stall,Urban,0.5,183756,0.76,31.8,6.7,21.3,10,6,13,1,213876,1,1,44101,0.4,1
BIZ1048,Dairy Shop,Rural,2.4,103720,0.8,85.8,8.7,14.1,9,7,2,0,125750,1,1,20743,0.51,0
BIZ1049,Tea Stall,Urban,0.5,179437,0.82,72.0,2.0,14.7,6,2,13,0,495683,0,0,32298,1.28,0
BIZ1050,Tea Stall,Urban,4.6,203929,0.79,79.8,7.8,37.0,9,6,4,0,252778,1,0,42825,0.49,0
BIZ1051,Kirana Store,Urban,1.1,151694,0.53,51.3,11.1,19.1,7,7,7,0,481323,0,0,71296,0.56,0
BIZ1052,Vegetable Vendor,Semi-Urban,11.5,256540,0.55,65.7,4.3,40.6,0,4,14,0,346070,1,0,115442,0.25,0
BIZ1053,Medical Store,Rural,8.2,106141,0.59,82.3,7.9,56.9,2,2,6,0,98137,0,0,43517,0.19,0
BIZ1054,Bakery,Urban,1.4,261476,0.46,62.4,10.0,38.3,1,5,10,1,94053,0,0,141197,0.06,0
BIZ1055,Mobile Repair,Urban,6.1,37995,0.41,72.1,6.6,45.1,0,4,7,1,357482,0,0,22417,1.33,0
BIZ1056,Dairy Shop,Semi-Urban,6.5,95141,0.79,85.3,8.9,45.1,4,3,5,1,397838,0,0,19979,1.66,0
BIZ1057,Tailor,Rural,17.2,154491,0.65,45.1,4.4,19.8,2,1,2,0,371439,0,0,54071,0.57,0
BIZ1058,Medical Store,Urban,3.6,179909,0.67,34.6,4.4,0.9,9,5,8,1,491602,0,0,59369,0.69,0
BIZ1059,Electrical Shop,Urban,0.5,85799,0.82,67.2,8.3,3.3,7,6,14,0,162816,0,0,15443,0.88,0
BIZ1060,Bakery,Urban,4.2,194949,0.7,34.3,8.8,16.9,5,2,12,0,113309,0,0,58484,0.16,0
BIZ1061,Kirana Store,Rural,3.9,245739,0.71,83.7,11.3,41.4,9,5,2,0,400865,0,0,71264,0.47,0
BIZ1062,Kirana Store,Urban,4.1,52276,0.75,80.3,3.5,54.4,8,3,12,1,490000,1,0,13069,3.12,1
BIZ1063,Medical Store,Urban,1.5,49523,0.45,91.7,6.2,57.5,8,1,8,0,478299,1,1,27237,1.46,1
BIZ1064,Stationery Shop,Semi-Urban,7.9,212127,0.56,74.8,3.8,1.6,10,5,7,1,75123,0,0,93335,0.07,0
BIZ1065,Tea Stall,Semi-Urban,12.8,25514,0.84,34.7,1.9,59.4,5,6,3,0,400876,0,0,4082,8.18,1
BIZ1066,Electrical Shop,Urban,1.0,62456,0.82,47.7,5.4,19.3,1,2,13,0,97672,1,0,11242,0.72,0
BIZ1067,Kirana Store,Rural,0.5,22233,0.8,86.6,5.1,50.6,8,5,4,0,460501,0,0,4446,8.63,1
BIZ1068,Dairy Shop,Urban,0.9,278246,0.6,41.7,4.0,10.8,1,1,13,1,213568,1,0,111298,0.16,0
BIZ1069,Kirana Store,Semi-Urban,6.9,81133,0.79,78.9,4.3,3.8,2,6,7,0,233408,0,0,17037,1.14,0
BIZ1070,Tailor,Urban,4.5,119085,0.42,84.6,5.0,22.7,5,5,4,1,274720,0,0,69069,0.33,0
BIZ1071,Mobile Repair,Semi-Urban,4.0,124101,0.47,53.1,11.9,51.5,1,2,9,1,282058,0,0,65773,0.36,0
BIZ1072,Kirana Store,Urban,2.1,123684,0.59,52.6,9.6,13.2,4,1,7,1,480612,0,0,50710,0.79,0
BIZ1073,Tailor,Rural,3.4,109937,0.62,69.0,1.8,9.2,1,3,1,0,77238,1,0,41776,0.15,0
BIZ1074,Medical Store,Semi-Urban,1.5,56548,0.52,90.3,10.6,54.6,11,3,1,1,300561,0,0,27143,0.92,1
BIZ1075,Medical Store,Semi-Urban,2.6,224272,0.56,45.7,8.0,56.3,3,4,4,1,377985,1,0,98679,0.32,1
BIZ1076,Bakery,Semi-Urban,6.3,128815,0.47,95.9,10.8,0.8,10,5,14,0,463345,0,0,68271,0.57,0
BIZ1077,Kirana Store,Semi-Urban,15.9,235994,0.62,71.9,4.8,43.6,10,2,14,1,324863,1,0,89677,0.3,0
BIZ1078,Dairy Shop,Urban,10.8,142602,0.76,99.4,6.1,18.6,2,5,13,0,29002,0,0,34224,0.07,0
BIZ1079,Kirana Store,Urban,10.9,141270,0.7,36.3,10.9,22.5,4,1,9,0,158404,0,0,42381,0.31,0
BIZ1080,Dairy Shop,Rural,2.1,36182,0.45,38.9,4.0,28.1,5,4,13,0,313293,1,0,19900,1.31,1
BIZ1081,Vegetable Vendor,Urban,2.5,208691,0.62,87.9,11.1,25.6,6,2,4,0,265836,0,0,79302,0.28,0
BIZ1082,Bakery,Semi-Urban,4.9,293187,0.71,90.5,10.1,30.9,9,5,13,0,225983,1,0,85024,0.22,0
BIZ1083,Vegetable Vendor,Rural,10.2,247362,0.64,61.2,11.8,34.9,7,2,5,0,382138,0,0,89050,0.36,0
BIZ1084,Kirana Store,Urban,0.6,212008,0.58,80.0,4.6,27.9,8,1,1,1,386133,1,1,89043,0.36,0
BIZ1085,Bakery,Semi-Urban,1.5,296383,0.68,90.7,3.6,42.1,3,4,14,1,110808,0,0,94842,0.1,0
BIZ1086,Vegetable Vendor,Urban,0.6,156488,0.84,33.0,4.6,43.1,3,2,2,1,346067,1,1,25038,1.15,1
BIZ1087,Tea Stall,Semi-Urban,3.8,149484,0.44,70.2,11.5,26.4,6,1,11,0,42352,1,0,83711,0.04,0
BIZ1088,Kirana Store,Urban,1.5,39406,0.58,89.7,4.7,8.5,11,3,4,1,86081,1,1,16550,0.43,0
BIZ1089,Vegetable Vendor,Urban,1.6,279019,0.58,57.9,7.2,38.4,9,2,12,0,278080,0,0,117187,0.2,0
BIZ1090,Tea Stall,Semi-Urban,0.5,224097,0.66,51.2,5.4,46.4,9,4,4,1,481994,1,0,76192,0.53,0
BIZ1091,Tea Stall,Rural,1.7,173058,0.47,85.7,5.4,38.3,10,7,11,0,223641,1,0,91720,0.2,0
BIZ1092,Medical Store,Semi-Urban,7.9,291835,0.48,53.5,3.1,35.3,8,6,10,0,46645,1,0,151754,0.03,0
BIZ1093,Kirana Store,Semi-Urban,1.1,215919,0.53,30.2,6.9,13.8,10,6,6,1,50343,1,1,101481,0.04,0
BIZ1094,Tea Stall,Urban,4.8,25794,0.83,97.2,10.3,38.7,1,2,13,0,287789,0,0,4384,5.47,0
BIZ1095,Medical Store,Semi-Urban,4.0,214542,0.73,71.4,1.5,20.1,10,2,6,0,318919,0,0,57926,0.46,0
BIZ1096,Vegetable Vendor,Urban,8.0,162478,0.7,87.4,10.8,55.2,5,1,8,1,29121,1,1,48743,0.05,0
BIZ1097,Tailor,Rural,0.6,261969,0.77,87.8,8.3,39.2,9,5,12,0,284982,1,0,60252,0.39,0
BIZ1098,Kirana Store,Rural,15.2,56708,0.46,34.6,7.8,16.7,9,6,13,0,350886,0,0,30622,0.95,0
BIZ1099,Bakery,Semi-Urban,3.5,189469,0.79,42.0,7.9,28.4,7,5,9,0,491864,0,0,39788,1.03,0
BIZ1100,Dairy Shop,Rural,20.0,138313,0.67,51.8,4.3,50.8,4,6,14,0,284806,1,0,45643,0.52,0
BIZ1101,Dairy Shop,Urban,9.7,298496,0.55,52.4,5.6,20.1,4,2,1,0,296415,0,0,134323,0.18,0
BIZ1102,Vegetable Vendor,Semi-Urban,1.0,251668,0.77,76.1,9.8,31.5,7,4,1,1,457420,0,0,57883,0.66,0
BIZ1103,Stationery Shop,Urban,0.5,33482,0.76,73.6,4.4,40.8,0,4,6,0,181284,1,0,8035,1.88,1
BIZ1104,Stationery Shop,Rural,1.2,178543,0.78,64.6,6.2,45.3,5,7,4,1,397965,1,0,39279,0.84,0
BIZ1105,Vegetable Vendor,Urban,3.0,69213,0.45,44.8,1.2,10.4,9,6,11,0,362972,1,0,38067,0.79,0
BIZ1106,Tea Stall,Semi-Urban,0.8,290170,0.84,56.7,9.1,33.9,8,6,4,0,441697,0,0,46427,0.79,0
BIZ1107,Kirana Store,Rural,0.7,253697,0.83,68.1,5.6,54.7,11,1,1,1,120011,0,0,43128,0.23,1
BIZ1108,Dairy Shop,Urban,2.5,20435,0.56,62.8,6.8,58.1,5,2,9,1,484620,1,0,8991,4.49,1
BIZ1109,Dairy Shop,Urban,0.5,154565,0.43,38.9,2.3,39.4,6,2,12,1,63682,1,0,88102,0.06,1
BIZ1110,Tea Stall,Semi-Urban,0.5,218299,0.48,75.5,11.9,59.0,3,7,11,1,479657,0,0,113515,0.35,0
BIZ1111,Dairy Shop,Urban,2.2,297533,0.85,35.1,4.3,34.2,11,5,3,0,98749,1,0,44629,0.18,1
BIZ1112,Bakery,Urban,0.5,46498,0.65,56.5,8.0,26.6,9,1,5,0,478185,1,0,16274,2.45,1
BIZ1113,Kirana Store,Urban,2.0,50825,0.56,79.7,7.4,33.1,0,3,10,1,244347,0,0,22362,0.91,0
BIZ1114,Mobile Repair,Urban,2.6,294078,0.53,31.4,9.6,6.9,8,4,1,0,351891,0,0,138216,0.21,0
BIZ1115,Dairy Shop,Rural,2.4,20574,0.52,69.9,4.2,24.1,11,4,8,0,26903,0,0,9875,0.23,0
BIZ1116,Vegetable Vendor,Semi-Urban,8.1,145698,0.7,53.4,9.3,27.5,5,2,3,0,191416,1,0,43709,0.36,0
BIZ1117,Bakery,Urban,3.0,184251,0.59,30.6,5.2,50.9,2,7,14,1,127413,0,0,75542,0.14,1
BIZ1118,Dairy Shop,Urban,2.5,57782,0.83,43.3,5.5,45.5,3,1,1,0,373678,1,0,9822,3.17,1
BIZ1119,Bakery,Urban,2.1,75561,0.71,95.9,8.4,36.1,9,3,10,0,147702,1,1,21912,0.56,0
BIZ1120,Medical Store,Urban,6.8,41751,0.76,66.5,9.6,20.8,11,4,6,0,274053,1,0,10020,2.28,0
BIZ1121,Mobile Repair,Urban,9.0,71572,0.53,99.8,8.3,11.2,5,1,1,1,305463,0,0,33638,0.76,0
BIZ1122,Electrical Shop,Urban,7.7,51069,0.44,66.7,10.9,20.9,5,3,3,0,386063,1,0,28598,1.12,0
BIZ1123,Vegetable Vendor,Urban,4.5,228262,0.62,68.1,4.1,40.8,11,6,5,0,177513,1,0,86739,0.17,0
BIZ1124,Vegetable Vendor,Semi-Urban,0.6,241090,0.54,57.4,10.9,15.8,8,2,4,1,363322,1,0,110901,0.27,0
BIZ1125,Kirana Store,Urban,1.3,273245,0.49,51.7,2.4,25.6,3,5,7,1,495528,1,0,139354,0.3,0
BIZ1126,Bakery,Semi-Urban,0.5,196303,0.83,47.6,8.3,23.2,4,4,6,1,180934,1,0,33371,0.45,0
BIZ1127,Tea Stall,Semi-Urban,10.7,94468,0.6,54.0,7.0,45.9,4,4,12,1,449319,1,0,37787,0.99,0
BIZ1128,Vegetable Vendor,Semi-Urban,4.3,175371,0.48,62.2,6.4,53.0,2,3,3,0,167582,0,0,91192,0.15,0
BIZ1129,Bakery,Semi-Urban,5.5,105715,0.49,43.4,4.4,42.0,1,5,11,0,190763,1,0,53914,0.29,1
BIZ1130,Bakery,Semi-Urban,1.5,85793,0.53,45.7,6.5,20.5,7,6,8,0,497154,1,0,40322,1.03,0
BIZ1131,Tailor,Rural,7.5,203206,0.85,49.0,2.8,26.0,9,1,8,1,359135,1,1,30480,0.98,0
BIZ1132,Tailor,Semi-Urban,1.2,126672,0.52,61.4,5.1,8.6,8,2,14,0,196444,0,0,60802,0.27,0
BIZ1133,Electrical Shop,Semi-Urban,0.5,157321,0.55,75.7,2.1,10.1,9,1,2,1,262528,0,0,70794,0.31,0
BIZ1134,Medical Store,Rural,1.9,135902,0.7,89.9,7.3,9.9,10,3,7,1,93309,1,0,40770,0.19,0
BIZ1135,Electrical Shop,Semi-Urban,3.4,36390,0.53,50.1,2.1,7.8,8,4,14,0,199122,0,0,17103,0.97,0
BIZ1136,Dairy Shop,Urban,2.6,35369,0.5,42.9,2.8,10.8,4,6,1,0,275953,1,0,17684,1.3,0
BIZ1137,Tea Stall,Urban,7.9,158953,0.47,56.5,1.9,12.2,10,4,2,0,52377,1,0,84245,0.05,0
BIZ1138,Dairy Shop,Urban,0.5,286731,0.54,92.6,5.2,6.7,8,1,8,0,345480,1,0,131896,0.22,0
BIZ1139,Stationery Shop,Rural,3.2,239872,0.45,30.7,10.3,38.4,3,6,12,0,362456,0,0,131929,0.23,0
BIZ1140,Dairy Shop,Semi-Urban,2.9,253634,0.41,77.5,11.0,59.4,1,7,1,1,272663,0,0,149644,0.15,0
BIZ1141,Kirana Store,Rural,1.3,62013,0.76,63.4,1.8,52.8,2,2,2,0,476435,1,1,14883,2.67,1
BIZ1142,Dairy Shop,Semi-Urban,6.9,132341,0.46,41.3,8.0,2.7,0,3,12,0,382085,1,0,71464,0.45,0
BIZ1143,Electrical Shop,Urban,5.6,209692,0.75,52.5,8.5,25.4,4,2,1,0,346373,1,0,52423,0.55,0
BIZ1144,Vegetable Vendor,Urban,5.3,161826,0.76,45.7,6.9,51.6,0,3,5,1,90679,1,0,38838,0.19,0
BIZ1145,Vegetable Vendor,Semi-Urban,8.4,122584,0.64,91.4,8.3,8.1,11,2,7,1,474864,1,1,44130,0.9,0
BIZ1146,Tailor,Semi-Urban,5.1,93113,0.54,63.7,3.6,50.9,10,7,6,1,312842,0,0,42831,0.61,1
BIZ1147,Tea Stall,Rural,1.1,50282,0.47,69.4,6.4,35.6,0,1,6,1,435299,1,0,26649,1.36,0
BIZ1148,Tea Stall,Urban,4.9,182809,0.73,71.6,5.3,55.9,10,5,6,0,70169,0,0,49358,0.12,1
BIZ1149,Kirana Store,Semi-Urban,1.5,111651,0.67,74.8,2.0,52.6,10,6,8,0,440918,0,0,36844,1.0,1
BIZ1150,Electrical Shop,Semi-Urban,1.1,261549,0.69,64.7,7.9,40.6,6,3,5,0,385718,1,0,81080,0.4,0
BIZ1151,Tailor,Semi-Urban,0.5,100395,0.4,31.3,6.4,39.5,1,1,10,0,328166,1,0,60237,0.45,1
BIZ1152,Stationery Shop,Semi-Urban,5.5,26345,0.82,53.4,4.0,12.8,7,4,7,1,91543,1,1,4742,1.61,0
BIZ1153,Tea Stall,Semi-Urban,5.0,212472,0.43,42.9,6.2,7.0,5,4,3,0,380099,0,0,121109,0.26,0
BIZ1154,Vegetable Vendor,Urban,1.1,27055,0.57,77.6,9.5,24.9,3,2,9,0,133768,0,0,11633,0.96,0
BIZ1155,Dairy Shop,Semi-Urban,5.5,100283,0.58,34.0,9.8,11.2,8,4,10,1,231782,0,0,42118,0.46,0
BIZ1156,Dairy Shop,Semi-Urban,10.0,59484,0.4,69.5,8.1,6.1,9,5,3,1,383560,1,0,35690,0.9,0
BIZ1157,Tailor,Rural,0.5,92514,0.62,44.7,6.1,18.1,7,3,14,1,425419,0,0,35155,1.01,0
BIZ1158,Electrical Shop,Rural,1.1,105135,0.74,96.4,7.3,51.6,9,2,14,0,215844,1,0,27335,0.66,1
BIZ1159,Electrical Shop,Urban,5.5,203726,0.77,53.5,5.2,1.0,2,3,6,1,323636,1,0,46856,0.58,0
BIZ1160,Medical Store,Urban,1.3,229223,0.8,52.8,2.4,17.6,2,3,3,0,381669,1,0,45844,0.69,0
BIZ1161,Mobile Repair,Rural,3.9,132399,0.62,94.6,5.2,25.4,3,7,1,0,248939,1,1,50311,0.41,0
BIZ1162,Tea Stall,Semi-Urban,0.5,195645,0.68,59.2,6.8,30.6,8,1,1,1,135230,1,0,62606,0.18,0
BIZ1163,Electrical Shop,Rural,2.4,188805,0.44,97.4,7.6,10.9,8,4,3,1,375663,1,0,105730,0.3,0
BIZ1164,Vegetable Vendor,Urban,5.4,144344,0.62,31.7,11.3,57.9,4,6,4,0,345780,1,1,54850,0.53,1
BIZ1165,Tailor,Semi-Urban,4.6,157832,0.47,51.4,9.6,34.7,11,3,14,0,80639,0,0,83650,0.08,0
BIZ1166,Stationery Shop,Rural,6.8,128226,0.57,76.6,2.7,31.3,8,5,2,0,65685,1,0,55137,0.1,0
BIZ1167,Medical Store,Rural,8.4,114250,0.55,92.4,2.9,0.5,5,7,9,0,242501,1,0,51412,0.39,0
BIZ1168,Bakery,Urban,5.9,197058,0.59,47.9,2.1,29.1,7,5,11,1,302883,0,0,80793,0.31,0
BIZ1169,Kirana Store,Semi-Urban,4.5,180404,0.66,95.1,9.1,50.3,10,6,8,0,448133,1,0,61337,0.61,0
BIZ1170,Stationery Shop,Semi-Urban,0.5,186172,0.81,71.6,8.8,13.2,7,4,12,1,45704,1,0,35372,0.11,0
BIZ1171,Bakery,Urban,3.1,151016,0.58,86.1,11.8,21.1,11,4,13,1,382832,0,0,63426,0.5,0
BIZ1172,Dairy Shop,Semi-Urban,0.5,63825,0.84,57.8,6.7,1.2,9,2,3,0,476737,1,0,10212,3.89,0
BIZ1173,Kirana Store,Semi-Urban,6.6,28877,0.74,44.9,10.1,58.6,6,2,7,0,334527,0,0,7508,3.71,1
BIZ1174,Tea Stall,Rural,1.5,144065,0.63,93.8,7.3,4.0,3,2,4,0,228814,0,0,53304,0.36,0
BIZ1175,Vegetable Vendor,Urban,3.3,123443,0.69,95.3,10.6,53.9,3,4,5,0,244864,1,0,38267,0.53,0
BIZ1176,Kirana Store,Urban,1.3,132674,0.45,64.8,8.9,18.8,5,3,4,0,49307,1,0,72970,0.06,0
BIZ1177,Mobile Repair,Urban,6.1,130074,0.78,30.5,8.1,35.3,8,1,9,0,291860,1,0,28616,0.85,1
BIZ1178,Bakery,Urban,8.7,266881,0.66,37.7,7.2,40.8,6,6,11,1,474486,0,0,90739,0.44,0
BIZ1179,Tea Stall,Urban,2.0,46629,0.84,70.1,9.0,8.4,4,7,7,0,125924,1,1,7460,1.41,0
BIZ1180,Mobile Repair,Semi-Urban,7.9,169030,0.69,31.7,5.6,26.6,4,6,13,1,437136,0,0,52399,0.7,0
BIZ1181,Dairy Shop,Urban,1.2,292919,0.78,57.8,2.1,19.5,7,6,4,0,456087,1,1,64442,0.59,0
BIZ1182,Mobile Repair,Rural,3.1,180279,0.76,51.2,1.4,3.4,5,2,13,1,67928,1,0,43266,0.13,0
BIZ1183,Medical Store,Rural,7.8,277199,0.56,80.0,6.3,50.0,0,1,8,1,300731,1,1,121967,0.21,0
BIZ1184,Medical Store,Semi-Urban,1.6,264084,0.52,33.9,7.6,2.7,0,5,2,0,288339,0,0,126760,0.19,0
BIZ1185,Tailor,Rural,12.3,103697,0.59,64.2,1.9,39.2,8,4,7,1,412855,1,0,42515,0.81,0
BIZ1186,Stationery Shop,Semi-Urban,0.5,178945,0.61,70.5,4.2,18.8,7,5,11,1,443299,1,1,69788,0.53,0
BIZ1187,Stationery Shop,Semi-Urban,0.5,116505,0.51,73.2,4.5,11.5,5,2,1,1,271164,0,0,57087,0.4,0
BIZ1188,Tea Stall,Urban,9.4,212277,0.8,58.4,7.2,40.0,0,3,8,1,403126,0,0,42455,0.79,0
BIZ1189,Dairy Shop,Urban,0.5,171390,0.64,51.3,4.1,34.5,1,7,13,0,178510,1,0,61700,0.24,0
BIZ1190,Electrical Shop,Semi-Urban,19.3,48734,0.84,77.8,2.1,18.9,9,7,14,0,45009,1,0,7797,0.48,0
BIZ1191,Medical Store,Rural,12.1,228299,0.76,89.3,2.8,30.8,2,2,12,0,131172,0,0,54791,0.2,0
BIZ1192,Tea Stall,Urban,0.6,164594,0.65,78.6,2.9,14.8,9,1,14,0,388267,0,0,57607,0.56,0
BIZ1193,Electrical Shop,Rural,3.1,157728,0.83,95.2,10.3,51.8,11,7,13,1,285226,1,0,26813,0.89,0
BIZ1194,Stationery Shop,Semi-Urban,0.8,161965,0.63,80.2,4.1,18.8,2,2,6,1,276505,0,0,59927,0.38,0
BIZ1195,Tailor,Urban,2.2,293637,0.8,83.5,8.9,14.7,1,6,12,0,300840,1,0,58727,0.43,0
BIZ1196,Mobile Repair,Rural,0.5,110872,0.56,41.8,7.2,45.1,11,3,5,1,415877,0,0,48783,0.71,1
BIZ1197,Medical Store,Semi-Urban,1.0,184524,0.57,59.4,11.7,1.1,1,3,9,1,32564,1,0,79345,0.03,0
BIZ1198,Tea Stall,Urban,1.8,159338,0.59,64.0,4.0,16.1,5,4,9,0,28637,1,0,65328,0.04,0
BIZ1199,Kirana Store,Semi-Urban,2.3,131603,0.65,47.9,2.7,22.5,6,4,3,0,256249,1,1,46061,0.46,0
BIZ1200,Electrical Shop,Urban,15.2,31940,0.65,67.0,1.6,52.9,3,6,9,0,480975,1,0,11179,3.59,0
BIZ1201,Mobile Repair,Semi-Urban,6.6,170075,0.62,50.4,3.7,57.0,0,3,13,1,173862,0,0,64628,0.22,0
BIZ1202,Medical Store,Urban,5.3,142880,0.54,78.1,8.5,43.0,5,6,13,1,118695,0,0,65724,0.15,0
BIZ1203,Stationery Shop,Urban,3.1,113408,0.82,62.9,1.9,29.6,6,3,9,0,227122,0,0,20413,0.93,0
BIZ1204,Dairy Shop,Rural,7.3,176941,0.66,62.1,3.7,38.4,3,1,2,0,255953,1,0,60159,0.35,0
BIZ1205,Electrical Shop,Semi-Urban,1.7,64297,0.58,98.9,10.4,24.8,5,2,5,1,212996,1,1,27004,0.66,0
BIZ1206,Stationery Shop,Urban,4.9,75107,0.69,57.5,7.4,17.9,8,4,11,1,243371,1,0,23283,0.87,0
